average_value,month,year
-0.024659090909090912,8,2019
-0.2981392395452946,3,2022
-0.0164,1,2018
-0.012179901224391304,10,2018
-0.01652893800497449,5,2018
0.06797101449275363,10,2020
-0.1682085485915654,4,2019
-0.0018604651162790534,7,2019
-0.13337836200241704,10,2019
-0.21597519488974817,4,2019
0.07415584415584416,3,2019
-0.08939024390243898,5,2019
-0.15215686274509804,1,2018
-0.24374184383307115,1,2018
-0.08363636363636363,4,2018
-0.18088242377225686,7,2019
-0.028829787234042545,2,2020
0.015319148936170193,1,2018
-0.13364864864864864,12,2020
0.10963636363636366,4,2018
-0.16471698113207547,3,2018
0.016458333333333353,12,2017
0.02339622641509435,8,2018
-0.04250000000000001,12,2020
-0.050537634408602164,10,2019
-0.011320754716981138,3,2018
0.12843749999999993,8,2018
-0.15289105886284776,7,2018
0.18171052631578952,2,2019
-0.20155426507053142,3,2020
0.02891891891891895,8,2020
0.038450704225352114,12,2018
-0.0010714285714286253,2,2020
0.05333333333333332,12,2019
-0.1293469429954621,5,2019
-0.006145938625114563,8,2020
-0.12565229496874283,5,2018
-0.3103526731229759,8,2018
0.09490909090909087,4,2018
-0.12192492351719442,8,2018
-0.1031548611666132,4,2019
-0.04947368421052629,12,2019
-0.02797468354430379,5,2019
0.004324324324324316,8,2018
-0.03759036144578314,6,2019
-0.0535593220338983,6,2018
-0.16131723874428963,4,2018
-0.039802422909010246,12,2019
0.031807228915662664,6,2019
-0.03207633784098511,5,2020
-0.015106382978723389,10,2021
0.023685256320997005,1,2019
-0.18804878048780485,8,2018
-0.0633692083921906,12,2019
-0.028135593220338973,6,2018
0.023396226415094357,3,2020
-0.09657447483590219,4,2019
-0.056966292134831446,8,2019
-0.10765589027136538,4,2019
0.06810126582278479,4,2019
-0.11708146073274865,8,2018
0.10279999999999997,1,2018
0.052459016393442644,7,2018
-0.03225149150851035,11,2018
-0.1553731343283582,10,2018
-0.08205128205128204,3,2019
-0.025362318840579722,10,2018
-0.01799804749898215,6,2018
0.05846497135040156,5,2018
-0.0875,10,2018
-0.11659020561104708,7,2019
0.15947368421052632,5,2018
-0.13605263157894737,2,2019
-0.020729626977439606,2,2019
0.1862295081967213,7,2018
-0.00017543859649123212,6,2018
-0.03470588235294116,10,2018
-0.09461538461538459,5,2020
0.01703703703703707,5,2019
0.07894736842105263,3,2019
-0.046044378569719005,4,2018
-0.2104221172775736,5,2020
-0.06529272846770723,5,2019
-0.14646244893130086,11,2020
-0.07833333333333332,12,2019
0.0164864864864865,1,2019
-0.04436363636363637,5,2021
-0.17402830587110077,7,2018
0.02579710144927532,12,2018
-0.057371145931429134,11,2018
-0.12111111111111114,11,2019
-0.13026815328452623,3,2018
-0.08696080588874082,4,2019
0.0993333333333333,8,2021
0.05304878048780488,5,2019
-0.17527551749402526,8,2019
-0.10901960784313723,1,2018
-0.11690214501216332,12,2019
-0.1758064516129032,12,2018
0.03500000000000001,6,2018
-0.06163206735926046,4,2019
0.02986842105263158,2,2019
-0.019347826086956545,2,2021
-0.024644370981189278,5,2019
-0.13797001444081275,6,2019
0.015945945945945932,1,2019
-0.1261782002337675,6,2018
0.027757846972283458,10,2019
-0.24164414586118194,5,2019
-0.08922522057362202,2,2019
-0.13180851063829788,1,2020
-0.05,5,2019
0.10642857142857143,6,2018
-0.055454545454545465,8,2019
0.10160000000000004,6,2019
-0.20018398220192668,3,2018
0.09843137254901964,3,2018
-0.03720588235294117,10,2018
0.08203389830508473,7,2018
0.0034717378586048768,7,2020
-0.1388078364823657,5,2018
-0.033823529411764704,1,2019
-0.11347376109104541,3,2020
0.04360465116279069,8,2019
0.02379369301596215,5,2018
0.00971428571428571,11,2018
-0.20722469552820183,12,2018
-0.02094381735863119,11,2021
-0.07676400373247001,1,2019
-0.08347167264103765,12,2019
0.02418181818181819,6,2021
0.023667193702255618,3,2019
-0.020152794224173255,10,2018
-0.017262531446554312,12,2017
-0.038749999999999986,4,2019
-0.3870588937224903,1,2018
-0.13039408899402544,7,2018
-0.09967741935483869,1,2019
-0.31160947410570233,7,2018
0.03779411764705881,10,2018
0.05893617021276596,11,2019
-0.21973373948658564,2,2018
-0.30845301876491965,12,2017
-0.13657149526469106,7,2019
-0.1877495466672542,6,2018
0.24255319148936172,12,2017
0.005593220338983052,6,2018
0.1394285714285714,3,2019
-0.00872340425531916,11,2019
0.07666666666666667,2,2018
0.03895833333333333,1,2018
-0.3135264219877077,12,2019
-0.1757495269434985,5,2018
-0.2364516129032258,7,2018
0.06298701298701295,5,2019
-0.004261985293728333,1,2021
-0.01907894736842103,2,2019
-0.10571540385438015,4,2018
0.13786622548677052,1,2019
-0.0680253103869787,7,2019
0.08512499999999998,9,2019
-0.12420990734025317,2,2021
-0.012200000000000006,3,2018
-0.09647888856164473,12,2019
-0.008728968630861046,4,2018
-0.027500000000000007,2,2019
-0.05380952380952383,7,2019
-0.13,5,2018
-0.09224489795918368,12,2017
-0.09580509490046966,10,2018
0.012033898305084742,6,2018
0.08481190815989578,3,2019
-0.10595583302290651,7,2018
0.17545454545454545,4,2019
-0.1452173913043478,10,2018
-0.03470588235294119,8,2019
0.12720430107526878,10,2019
-0.3411363636363636,8,2020
-0.0726760563380282,12,2018
-0.2098841808340569,1,2018
0.1772093023255814,10,2020
0.0007140246684546696,2,2018
-0.12179733883024024,3,2019
-0.029107142857142904,4,2018
0.13965517241379308,6,2018
-0.0003225806451613169,10,2019
-0.02385915278706732,12,2018
0.031999999999999994,8,2019
-0.03136408990800149,9,2018
0.04988235294117646,7,2019
-0.1908319464128317,6,2018
-0.15357142857142853,4,2018
-0.05923076923076924,2,2018
-0.3007360982102346,6,2019
-0.13371472419797714,8,2019
-0.1490856602553215,7,2018
0.14507042253521127,6,2019
-0.06258620689655173,6,2018
-0.032539682539682535,8,2018
-0.21876440494572771,9,2018
0.048352941176470585,8,2019
-0.062225036462945436,5,2019
-0.028712511674808355,2,2018
-0.04296591720312104,10,2019
0.04382716049382719,5,2019
-0.18176924370153513,5,2018
-0.0019230769230769561,5,2019
0.013026506716439444,12,2019
-0.06845237525201221,3,2019
-0.22211111111111106,2,2020
-0.12510748120046575,8,2019
-0.056527374669556395,12,2021
-0.0975046856783865,2,2018
-0.14461634889511368,7,2019
-0.2638031523965849,7,2018
-0.304267046969121,1,2018
0.010645161290322573,7,2018
-0.2799737334769206,6,2020
-0.0034482758620689577,8,2019
-0.05273263170285818,11,2020
-0.06074904659991215,12,2018
0.07266051812526005,10,2018
-0.16655214042689362,5,2018
-0.2978728546586699,1,2018
-0.008870967741935507,7,2018
0.03866666666666664,9,2019
-0.10564307783826346,6,2018
-0.061587301587301586,8,2018
-0.10803487909040947,2,2019
0.0016176470588235015,10,2018
-0.05970263839774409,3,2019
0.000724637681159437,12,2018
-0.11950000000000002,4,2019
-0.13628916622866055,5,2018
0.013714285714285752,3,2019
0.15000000000000002,3,2019
-0.14549019607843136,1,2018
-0.03452667086596882,7,2020
-0.1702247315169531,4,2019
0.017916666666666654,12,2017
-0.01952380952380952,8,2018
0.04752975202131739,11,2018
-0.03944444444444448,3,2018
0.05878048780487804,5,2019
0.0006122448979591525,8,2020
-0.12507936507936512,8,2018
0.020923076923076926,10,2018
-0.26917342199972594,12,2017
-0.025740740740740738,5,2018
-0.051276595744680895,7,2018
0.18666666666666673,7,2021
-0.30142857142857143,8,2018
0.06511449210271476,3,2018
-0.33353039244053456,4,2018
-0.08115384615384615,2,2018
0.07296296296296297,3,2018
-0.19077840158701243,6,2018
0.02653061224489795,12,2017
-0.027758620689655192,9,2018
-0.2023007610061816,6,2020
-0.1238953665478577,9,2018
0.038695652173913055,6,2020
-0.3322285629530826,1,2020
-0.0010869565217391604,10,2019
-0.06285714285714286,4,2018
-0.06159952499055164,5,2019
-0.09393696864553365,10,2019
-0.05492537313432838,10,2018
-0.34851793724652347,7,2021
-0.1292161954925289,8,2018
0.044000000000000025,7,2019
-0.20810775296830225,5,2019
-0.0439082225711065,12,2018
-0.016274172190891282,12,2019
-0.03441558441558441,3,2019
-0.0035143271603780744,5,2019
0.07677083333333334,12,2019
0.017857142857142853,3,2020
-0.0639583333333333,12,2017
-0.001649418058606611,7,2019
-0.05831198102837844,5,2018
-0.0159090909090909,1,2019
-0.03921543515962908,7,2019
0.031674008601656506,6,2018
-0.077590975206403,10,2018
-0.09491062935425043,7,2019
-0.042200000000000015,1,2018
-0.041470588235294106,10,2018
0.0016279069767442392,3,2018
-0.020602409638554215,6,2019
0.0036842105263158007,5,2018
-0.03258064516129031,8,2020
0.007605633802816896,12,2019
-0.055373461583060474,3,2018
-0.0955452972563348,4,2018
-0.030147927265576177,10,2020
0.026623376623376615,3,2019
-0.04170383948691219,1,2018
0.0919607843137255,1,2018
-0.015888565620992858,6,2021
-0.30284403993274833,2,2019
-0.2247436320861466,4,2019
-0.08096153846153845,2,2018
-0.11127272727272729,4,2018
-0.0011475409836065784,8,2018
-0.011184210526315781,2,2019
-0.10142857142857144,8,2018
-0.01700000000000001,9,2019
0.10076923076923075,4,2018
0.04064102564102562,9,2020
0.1849230769230769,8,2018
0.0003773584905659752,10,2019
0.013655913978494643,10,2019
0.05269230769230767,3,2019
0.020255055760318663,7,2018
0.06603448275862066,6,2018
-0.20383287218090881,1,2018
0.059873417721518996,4,2019
-0.02648648648648648,1,2019
-0.07825179210504936,12,2018
0.0004663599118005106,8,2018
0.27458333333333335,1,2018
-0.0004347826086956646,1,2020
0.05115384615384615,11,2018
-0.1690790253208763,12,2018
-0.12143345501409313,6,2019
0.031572430573027416,7,2020
0.09091954022988503,8,2019
-0.0033725051109590527,12,2019
-0.12245382885916829,8,2018
-0.11660877169466313,7,2020
-0.0668181818181818,10,2018
-0.1748155478217596,3,2022
-0.07607641544122004,3,2018
-0.3794555761598833,1,2019
-0.19614135635836377,6,2018
-0.06981481481481484,4,2018
-0.19534941531081393,12,2017
-0.11207309614810027,12,2018
0.053076923076923056,2,2019
-0.05562499999999999,12,2020
0.03366197183098591,12,2019
-0.0633613862750927,5,2019
-0.21731696875084325,1,2019
-0.29164621055918516,10,2018
-0.1738796446817211,7,2019
0.06958333333333337,1,2018
-0.10695652173913045,10,2018
0.059783430230635926,6,2019
0.023414634146341446,1,2021
-0.11917165929080689,1,2018
-0.01895513942085578,12,2019
0.009999999999999995,5,2019
-0.043647466167559254,5,2018
-0.08439024390243903,6,2019
0.066,1,2018
-0.03629190720973317,3,2019
0.034716585288087146,5,2020
0.07371428571428573,8,2020
0.00901960784313722,5,2018
-0.2701455221226409,5,2018
-0.026491212372282923,2,2018
0.07511111111111114,9,2019
0.009250000000000003,6,2019
-0.1029408009823757,4,2018
-0.1385714285714286,12,2017
-0.02000000000000001,3,2019
-0.14518518518518514,3,2018
-0.01093333333333337,3,2019
-0.062068118821253,7,2018
-0.14067571864058992,2,2019
-0.1276854500772046,12,2017
-0.16671472615440924,11,2021
0.0014270399284023838,7,2019
-0.1276950084724927,1,2019
-0.10296296296296298,6,2019
-0.06278605820568227,2,2018
-0.15820634489777244,10,2018
-0.05275362318840578,10,2018
0.020784313725490222,1,2018
-0.206177894708298,2,2018
-0.04640913703226904,3,2019
0.025937500000000016,8,2018
-0.05369557680017002,1,2019
-0.2549019607843137,1,2018
0.05253521126760561,12,2018
-0.13704547738556713,12,2018
0.15321428571428572,7,2020
0.15239583333333334,12,2019
-0.005670103092783511,12,2019
-9.516197353929913e-18,1,2019
0.015957446808510634,6,2019
-0.047825488007966904,9,2018
0.013773584905660398,3,2018
-0.14015384615384618,8,2018
-0.03135593220338985,6,2018
-0.011416849375222964,6,2021
6.056156642090111e-07,5,2019
0.14179999999999998,1,2018
-0.2725874833919424,7,2018
0.007142857142857152,4,2020
0.23517857142857143,5,2018
0.0012698412698412516,3,2019
-0.06847058823529412,10,2019
0.04644444444444444,9,2021
-0.13453125,8,2018
0.015416666666666709,12,2017
-0.031666666666666655,11,2019
0.09123979779409234,12,2019
-0.16483423168855585,11,2018
-0.03652324960779792,10,2018
-0.03560858923186727,5,2018
0.2073611111111111,1,2019
0.009189189189189201,4,2020
-0.16427087406264637,1,2018
0.08295774647887323,10,2019
-0.010634920634920645,8,2018
0.12084649227376239,2,2019
0.06823529411764706,1,2018
-0.19867220522016799,10,2019
-0.11875000000000001,11,2019
0.04069334783255515,5,2019
0.1075,4,2019
0.026914893617021287,11,2019
-0.16851322191109627,10,2019
-0.07936708860759492,5,2019
-0.0478514387294297,1,2019
-0.07644067796610171,6,2018
0.048947368421052635,5,2021
-0.15717482998637985,7,2018
0.013157894736842092,5,2018
0.23043478260869565,10,2018
0.062967596290815,12,2019
-0.08154196601711057,12,2018
-0.18933181088722356,3,2019
-0.13630434782608694,9,2021
-0.11393967217191647,10,2019
-0.043720930232558144,10,2019
-0.12481549923084462,6,2018
0.007755102040816329,10,2019
-0.03630192215396897,11,2019
0.08980392156862745,7,2019
-0.1163265306122449,1,2018
-0.11575000000000002,2,2019
-0.0969230769230769,2,2018
-0.07894860328397928,8,2018
0.016904761904761846,10,2018
0.02746031746031744,8,2018
0.05083333333333333,7,2018
-0.02913881600441797,11,2020
0.04127272727272728,8,2018
0.003186813186813187,10,2019
-0.12681097824954468,4,2018
-0.12140601117428845,10,2018
-0.2826311946525809,10,2021
-0.06983454018149642,5,2020
-0.03529586267154051,6,2018
0.01185308802876284,6,2019
0.13125000000000003,11,2021
-0.3560433086377959,2,2018
-0.13119402985074624,10,2018
-0.03164179104477613,3,2021
-0.1437209302325581,2,2020
-0.0009029289040452842,3,2019
-0.15350877192982454,5,2018
0.08999999999999998,3,2022
-0.002399999999999984,3,2019
0.07300000000000001,1,2018
-0.06411322812618435,7,2019
-0.11957047671140773,8,2018
-0.22797468354430372,7,2019
-0.2527487525664504,8,2019
-0.15434781661230668,8,2019
0.015797101449275344,10,2018
-0.03584080186444784,10,2019
-0.21125693340650714,6,2019
0.11499999999999998,7,2018
0.24176470588235294,8,2020
-0.03782608695652175,11,2019
-0.1423359011955306,10,2021
0.1413235294117647,11,2018
0.07733333333333335,1,2021
-0.020928735092385117,7,2019
-0.12457968248171707,7,2019
-0.17680424164225417,6,2018
0.24500000000000005,6,2018
-0.2676,1,2018
-0.17288391471714035,2,2018
-0.0076057604864486865,8,2019
-0.20337745084058284,12,2017
0.19837209302325579,10,2018
0.046153846153846136,2,2018
-0.07522727272727271,9,2019
-0.07431756664235502,12,2017
0.059456521739130415,10,2019
-0.06491803278688527,7,2018
0.0024074074074073746,3,2018
0.0025000000000000274,5,2020
-0.006164383561643824,5,2019
-0.020769230769230783,7,2020
0.06527472527472529,10,2019
0.09760416666666667,12,2019
-0.12387414140595279,3,2018
-0.37200304346557594,5,2020
-0.004274610384980883,6,2020
-0.005538461538461508,8,2018
-0.09676326433157913,3,2020
0.20016129032258057,7,2018
-0.2743495007656379,7,2019
-0.036367524906608634,4,2019
0.0018838461559296685,10,2018
-0.15909090909090912,9,2018
0.17350000000000002,6,2018
-0.11143381954111169,6,2018
0.020714285714285723,6,2019
-0.076928696576783,3,2018
-0.18968307406408774,12,2018
0.09763157894736842,2,2019
-0.013841226615955935,12,2019
0.017457627118644063,6,2018
0.10120481927710846,6,2019
-0.16476923076923078,6,2019
-0.2037741841386806,4,2019
-0.08907407407407408,3,2020
-0.07348356962899674,12,2019
0.03950747769319564,3,2018
0.07177419354838711,7,2018
-0.037833333333333344,6,2018
-0.18688724807997656,8,2021
0.019193548387096783,8,2018
-0.05215384615384615,8,2018
-0.1975483284253883,1,2019
0.03903225806451612,7,2018
0.087077781779899,12,2017
0.08448979591836732,1,2018
-0.009007113973289814,12,2018
-0.06325931982363649,4,2019
-0.2917616435799199,7,2018
-0.013378378378378386,5,2019
-0.16604191081362862,4,2019
-0.05202638599716999,7,2018
0.009864864864864858,1,2019
-0.13624999999999998,4,2018
0.10533282643151175,10,2018
0.0021396131481605223,9,2018
-0.1885623608757332,10,2019
-0.0221311475409836,5,2020
0.08063291139240504,4,2019
0.023074037478061703,8,2018
0.11400000000000002,2,2018
0.05828571428571429,11,2018
-0.010000000000000009,1,2021
-0.15623723605135326,4,2018
-0.21402058920581263,3,2019
-0.08586887915809455,12,2019
0.09448717948717948,3,2019
-0.0818413897090957,10,2018
-0.20386460817914773,6,2019
-0.20388736776908978,3,2021
0.01685393258426967,8,2019
-0.08119402985074627,10,2018
0.03302325581395348,1,2020
0.0017333333333333163,5,2019
-0.019210526315789483,3,2019
0.15235294117647058,11,2018
-0.11840885322533727,3,2018
-0.11145801404531536,7,2018
-0.03187408302727491,7,2019
-0.08768339589920135,10,2021
-0.003799117905430914,11,2019
-0.011413043478260849,10,2019
-0.04363251149548018,7,2018
-0.1266645796991332,7,2018
0.32666666666666666,8,2018
0.017983435748980484,1,2019
-0.052000000000000005,1,2019
-0.002500000000000033,12,2019
0.0908771929824562,5,2018
-0.044716981132075465,3,2018
0.0456862745098039,1,2018
-0.15971001147989963,3,2018
0.0024367256369812497,11,2020
0.014137931034482768,5,2018
-0.07970820807998207,10,2018
-0.11674574152227356,11,2019
0.20387755102040817,12,2017
0.07904109589041096,1,2019
-0.02879120879120879,10,2019
-0.030042267054216112,1,2020
-0.04636363636363635,9,2018
-0.12022232811333937,7,2018
-0.16195402298850575,8,2019
0.0004482319037824858,12,2019
-0.14441516959499764,5,2019
-0.0034090909090909198,9,2020
0.045675675675675646,7,2018
-0.006333333333333346,9,2018
-0.2251632754446597,11,2020
0.098955223880597,12,2018
-0.14863404679767334,12,2018
0.043333333333333314,8,2019
0.10053333333333332,1,2020
-0.1961136953226638,12,2018
-0.12375903112057843,2,2018
0.08562499999999999,6,2018
0.028144329896907235,12,2019
-0.0011904761904761969,6,2019
-0.0169976090050861,5,2018
-0.04861553185108348,5,2020
0.08707692307692305,8,2018
-0.254555196054891,9,2019
0.007631578947368431,2,2019
-0.10538094664537263,6,2019
0.00033005638890154,8,2018
0.053958333333333275,4,2018
-0.08908288157346302,5,2018
-0.06494268342290976,5,2019
0.13672727272727273,4,2018
-0.14524590163934423,7,2018
-0.010898876404494398,8,2019
-0.0002272727272727527,8,2019
-0.187418960595362,6,2019
-0.012031249999999993,8,2018
0.11327272727272725,10,2020
-0.4495861449793002,9,2020
-0.23667223825012917,8,2019
-0.0991025341373849,12,2019
-0.0014285714285714299,12,2017
-0.13315040772201633,4,2019
-0.1340121133588518,12,2018
-0.21910742474865832,3,2018
0.003866666666666667,1,2019
-0.03545955249854807,9,2018
0.000823529411764704,7,2019
-0.1262162162162162,12,2019
-0.03292134831460677,8,2019
0.03778825793331585,5,2020
0.07274507268200797,1,2019
-0.11820666869641855,3,2019
-0.018352941176470582,8,2019
-0.08614618485447927,11,2018
-0.02785714285714284,2,2019
-0.10185221267809595,11,2019
-0.017058823529411776,1,2018
0.007785237962148365,7,2018
-0.1151583133277127,7,2018
-0.1744285714285714,12,2018
-0.044415584415584436,3,2019
0.011799999999999977,1,2018
-0.174375,8,2019
-0.06147760623411869,2,2019
-0.23453475408252944,7,2018
-0.012653061224489793,10,2019
0.031304347826086966,12,2019
-0.09541073833621051,1,2018
0.05745454545454543,3,2020
-0.052278481012658216,4,2019
0.029704090059526955,5,2020
-0.0949872657116577,12,2018
-0.049590974180416796,3,2018
-0.03884615384615383,10,2020
0.10770833333333334,12,2017
0.10060000000000002,1,2018
0.0006249999999999497,9,2019
-0.02740901804247703,10,2018
0.06652173913043477,10,2018
-0.023312871028614054,5,2019
-0.14602109585704354,7,2018
-0.3350481492985392,6,2018
0.0009523809523809392,8,2018
0.05160493827160494,5,2019
0.08040816326530612,12,2021
-0.013599999999999994,2,2018
-0.03009999676134313,6,2018
-0.2767548442060942,7,2020
-0.08011769430686444,12,2018
-0.12231273429978917,12,2017
